x,y,z,p
-27.19,36.83,-2.62,2.0
-26.85,36.52,-2.57,2.0
-28.83,21.78,-4.8,1.0
-0.17,72.03,8.47,7.0
-4.28,10.57,0.16,5.0
-98.07,111.55,-11.83,2.0
-36.23,15.42,-7.42,6.0
-6.18,13.19,-0.01,1.0
-28.85,25.72,-4.31,1.0
-34.02,14.13,-7.0,6.0
-35.64,15.49,-7.25,6.0
-37.36,10.67,-8.26,1.0
-29.71,32.13,-3.75,1.0
-5.95,13.2,0.06,1.0
-26.13,36.58,-2.3,2.0
-25.51,36.88,-2.09,2.0
-28.27,22.24,-4.54,1.0
68.74,62.68,25.05,1.0
-76.54,37.69,-14.97,1.0
-28.28,21.97,-4.57,1.0
-31.2,35.76,-3.65,1.0
-40.25,52.9,-3.87,1.0
-9.18,14.28,-0.62,1.0
-97.67,112.07,-11.36,2.0
-4.86,15.88,0.68,5.0
-34.06,15.85,-6.74,6.0
-96.87,111.66,-11.14,2.0
-1.03,72.97,8.57,7.0
-25.65,36.86,-2.05,2.0
-97.81,111.81,-11.27,2.0
2.86,72.0,9.46,7.0
-25.47,36.8,-1.99,2.0
-31.09,30.15,-4.22,1.0
0.02,72.27,8.84,7.0
-0.26,73.44,8.86,7.0
-99.05,110.38,-11.71,2.0
-34.92,14.71,-7.04,6.0
-0.28,74.27,9.02,7.0
-136.87,97.58,-22.68,2.0
-9.92,13.38,-0.87,1.0
-175.08,127.42,-28.65,1.0
-29.89,32.98,-3.5,1.0
-30.82,35.97,-3.37,1.0
64.9,93.11,27.9,1.0
-26.91,41.4,-1.7,1.0
-29.96,37.62,-2.92,1.0
-29.56,37.13,-2.88,1.0
-102.71,106.01,-12.84,2.0
-40.7,52.83,-3.75,1.0
-26.97,36.26,-2.33,2.0
1.33,72.78,9.32,7.0
3.48,10.11,2.13,1.0
-102.21,108.32,-12.39,2.0
0.77,27.55,3.61,1.0
-3.5,14.41,0.9,5.0
71.43,149.1,36.49,1.0
-30.13,37.57,-2.94,1.0
-30.18,37.21,-2.99,1.0
-9.56,28.28,1.1,1.0
13.45,22.08,6.14,1.0
-34.59,15.97,-6.75,6.0
20.9,97.77,17.42,1.0
-70.02,64.02,-9.71,1.0
48.33,161.87,32.34,1.0
-138.24,97.93,-22.67,2.0
-30.59,36.38,-3.18,1.0
-59.34,141.88,2.72,1.0
-9.9,13.48,-0.82,1.0
-135.65,95.72,-22.26,2.0
11.67,11.22,4.34,1.0
-26.93,36.87,-2.18,2.0
0.11,73.69,9.23,7.0
6.47,46.45,7.42,1.0
-107.73,36.54,-22.55,1.0
-35.51,15.56,-6.99,6.0
1.37,73.16,9.47,7.0
-107.72,36.7,-22.52,1.0
-9.65,28.53,1.15,1.0
-29.79,37.46,-2.8,1.0
103.7,80.69,36.23,1.0
9.82,47.41,8.43,1.0
59.57,45.55,20.71,1.0
-29.62,37.09,-2.78,1.0
44.42,84.72,21.82,1.0
-25.45,37.33,-1.69,2.0
-12.58,28.69,0.46,1.0
-67.03,136.06,0.34,1.0
13.27,22.16,6.14,1.0
-21.54,5.8,-4.68,1.0
-70.2,25.3,-14.42,1.0
43.82,95.07,23.06,1.0
0.21,72.77,9.31,7.0
59.08,61.85,22.69,1.0
-25.45,37.75,-1.58,2.0
0.56,73.16,9.42,7.0
0.38,72.81,9.35,7.0
-43.63,45.8,-5.11,1.0
65.85,149.79,35.56,1.0
-28.59,20.75,-4.53,1.0
-98.54,112.35,-10.39,2.0
-41.7,32.07,-6.36,1.0
-25.38,37.28,-1.6,2.0
-9.54,28.43,1.23,1.0
-34.2,15.99,-6.53,6.0
-0.14,72.9,9.29,7.0
-41.46,31.89,-6.29,1.0
-29.17,37.81,-2.43,1.0
-30.54,37.26,-2.85,1.0
-100.87,108.7,-11.26,2.0
-4.35,10.58,0.27,5.0
-10.07,12.83,-0.87,1.0
16.59,22.6,7.06,1.0
31.48,82.53,18.53,1.0
80.33,59.56,27.77,1.0
-29.44,38.1,-2.42,1.0
-60.46,49.51,-8.69,1.0
-100.26,108.03,-11.01,2.0
103.6,80.45,36.33,1.0
-25.65,37.5,-1.53,2.0
0.44,72.67,9.56,7.0
-22.26,15.54,-3.53,1.0
63.12,112.06,30.33,1.0
-103.51,106.17,-11.96,2.0
-64.12,51.12,-9.3,1.0
-28.04,72.06,2.43,1.0
48.04,104.21,25.61,1.0
0.43,72.64,9.6,7.0
-1.28,72.21,9.11,7.0
-0.52,72.21,9.34,7.0
-25.46,13.62,-4.55,1.0
-0.56,72.83,9.42,7.0
20.53,105.22,18.93,1.0
0.52,72.0,9.57,7.0
-92.54,34.3,-18.5,1.0
-9.2,14.1,-0.43,1.0
-9.17,13.67,-0.47,1.0
-49.92,15.89,-10.3,1.0
4.64,82.14,12.01,1.0
-93.09,53.27,-16.08,1.0
-38.68,36.26,-4.81,1.0
0.74,71.96,9.69,7.0
-90.09,38.67,-17.27,1.0
-0.31,73.37,9.62,7.0
-21.64,5.49,-4.65,1.0
-0.68,6.93,0.75,1.0
31.24,82.65,18.71,1.0
-40.17,141.9,8.83,1.0
-9.39,13.52,-0.54,1.0
-35.72,14.03,-7.0,6.0
-1.18,73.41,9.45,7.0
-34.88,14.64,-6.71,6.0
-35.27,14.79,-6.78,6.0
-0.42,72.68,9.54,7.0
-53.05,50.64,-6.42,1.0
-41.84,29.18,-6.49,1.0
-39.88,35.13,-5.21,1.0
15.21,9.72,5.07,1.0
-145.5,94.79,-23.44,2.0
4.26,75.77,11.15,1.0
-30.7,36.85,-2.69,1.0
-53.09,50.66,-6.4,1.0
2.03,73.16,10.27,7.0
-53.05,50.57,-6.39,1.0
-25.6,34.03,-1.8,1.0
-34.1,15.73,-6.34,6.0
-143.78,96.68,-22.69,2.0
102.53,80.88,36.21,1.0
-41.85,52.78,-3.3,1.0
-49.9,15.93,-10.22,1.0
-30.28,37.02,-2.55,1.0
-44.39,27.64,-7.27,1.0
-44.3,27.59,-7.27,1.0
-15.22,28.34,0.04,1.0
-102.0,107.93,-10.76,2.0
-30.6,36.77,-2.64,1.0
2.0,73.14,10.3,7.0
-26.62,30.53,-2.49,1.0
0.03,73.2,9.81,7.0
-34.99,11.5,-7.11,1.0
58.43,62.59,22.86,1.0
-143.46,96.8,-22.4,2.0
-100.59,47.35,-18.46,1.0
0.05,73.08,9.87,7.0
-144.37,66.45,-26.68,1.0
-17.19,29.81,-0.22,1.0
-26.49,25.93,-3.03,1.0
-103.2,107.2,-10.97,2.0
-42.08,30.7,-6.23,1.0
0.9,72.62,10.05,7.0
-1.19,73.0,9.59,7.0
1.25,72.43,10.12,7.0
0.18,71.73,9.77,7.0
-30.6,37.93,-2.4,1.0
-44.69,11.81,-9.42,1.0
0.03,73.04,9.92,7.0
-28.81,21.71,-4.16,1.0
-69.43,13.67,-15.25,1.0
-27.74,83.97,4.59,1.0
-29.63,20.42,-4.51,6.0
-9.9,13.67,-0.57,1.0
-34.88,16.07,-6.39,6.0
7.24,46.98,8.2,1.0
-102.24,107.55,-10.47,2.0
-102.33,108.64,-10.34,2.0
-143.23,96.9,-21.96,2.0
-23.6,73.75,4.32,1.0
-30.67,37.57,-2.39,1.0
-26.71,46.02,-0.24,1.0
-6.18,13.17,0.29,1.0
-0.79,73.09,9.86,7.0
0.93,72.86,10.27,7.0
-22.92,7.57,-4.58,1.0
-91.16,35.34,-17.51,1.0
49.31,50.56,19.09,1.0
-39.8,34.92,-4.95,1.0
6.42,82.71,13.0,1.0
1.81,73.29,10.58,7.0
-1.36,71.6,9.56,7.0
-119.7,93.15,-16.48,1.0
-7.08,28.94,2.28,1.0
2.04,73.51,10.69,7.0
0.56,71.66,10.09,7.0
43.28,95.0,23.82,1.0
-30.63,37.37,-2.29,1.0
103.65,82.88,36.92,1.0
0.62,72.81,10.3,7.0
-23.09,25.96,-2.03,1.0
-37.39,18.96,-6.5,1.0
0.09,73.44,10.29,7.0
0.73,72.45,10.31,7.0
-0.53,73.67,10.17,7.0
-28.41,83.63,4.71,1.0
42.0,102.09,24.56,1.0
-32.36,109.52,7.45,1.0
0.18,74.09,10.46,7.0
-23.08,73.63,4.74,1.0
0.34,71.55,10.15,7.0
-102.51,106.49,-10.04,2.0
-91.63,34.48,-17.51,1.0
0.37,73.2,10.42,7.0
10.37,162.45,25.48,1.0
-0.91,72.85,10.09,7.0
0.86,73.68,10.64,7.0
0.72,73.59,10.6,7.0
0.56,73.33,10.54,7.0
-102.08,106.76,-9.72,2.0
-117.88,95.9,-15.1,1.0
0.37,72.21,10.34,7.0
0.29,72.68,10.39,7.0
20.78,104.98,20.01,1.0
8.17,48.14,8.83,1.0
12.37,85.37,15.16,1.0
12.69,85.31,15.23,1.0
-0.19,71.28,10.1,7.0
0.52,72.38,10.43,7.0
0.5,70.41,10.15,7.0
17.88,108.34,19.8,1.0
-30.66,37.22,-2.14,1.0
0.63,70.15,10.17,7.0
-92.34,34.31,-17.54,1.0
-11.59,13.23,-0.93,1.0
31.23,82.73,19.42,1.0
0.43,72.49,10.47,7.0
-29.03,21.69,-3.95,1.0
-5.2,22.41,1.95,1.0
71.43,109.93,33.13,1.0
0.35,72.41,10.47,7.0
0.37,70.3,10.18,7.0
-69.53,25.34,-13.24,1.0
-29.55,20.66,-4.19,6.0
20.7,105.45,20.24,1.0
20.57,104.71,20.08,1.0
0.5,71.42,10.38,7.0
-47.49,46.74,-4.8,1.0
-49.53,46.03,-5.4,1.0
-23.82,109.95,10.04,1.0
0.48,72.79,10.59,7.0
1.65,71.56,10.71,7.0
1.62,71.65,10.72,7.0
0.41,73.7,10.71,7.0
36.52,75.78,19.77,1.0
-35.56,40.66,-2.76,1.0
-30.96,36.53,-2.23,1.0
0.41,72.31,10.54,7.0
-55.01,49.27,-6.21,1.0
-29.45,20.34,-4.19,6.0
0.5,75.11,10.98,7.0
-7.42,74.92,9.04,1.0
0.16,74.11,10.76,7.0
-26.74,37.92,-0.98,1.0
65.25,152.65,37.88,1.0
-57.5,158.25,9.08,1.0
0.56,73.79,10.85,7.0
-57.33,142.52,6.76,1.0
29.69,83.78,19.35,1.0
0.81,72.29,10.7,7.0
-48.98,16.74,-9.41,1.0
18.09,108.24,20.12,1.0
-0.86,71.52,10.21,7.0
-11.84,13.34,-0.92,1.0
-52.31,12.59,-10.79,1.0
-46.45,139.58,9.16,1.0
0.59,72.84,10.78,7.0
0.46,72.03,10.63,7.0
-4.26,16.19,1.34,1.0
-52.53,12.66,-10.83,1.0
1.52,72.89,11.04,7.0
-30.53,37.26,-1.9,1.0
79.99,59.65,28.04,1.0
0.42,72.49,10.74,7.0
0.75,74.15,11.06,7.0
-48.78,70.73,-1.38,1.0
-72.43,63.66,-8.11,1.0
-23.05,35.93,-0.28,1.0
-30.71,19.79,-4.49,6.0
-1.19,72.84,10.46,7.0
-35.78,40.4,-2.67,1.0
-34.27,15.02,-6.04,6.0
-23.16,36.12,-0.23,1.0
-55.28,49.54,-6.0,1.0
0.88,71.49,10.76,7.0
31.07,82.61,19.67,1.0
-92.4,33.98,-17.23,1.0
-68.41,23.59,-12.98,1.0
58.32,62.53,23.26,1.0
-20.27,30.72,-0.34,1.0
-55.31,49.42,-5.99,1.0
-17.59,28.97,0.06,1.0
1.73,72.78,11.2,7.0
-19.85,22.87,-1.38,1.0
-5.95,13.1,0.51,1.0
0.36,73.09,10.92,7.0
12.91,85.27,15.76,1.0
8.12,48.1,9.09,1.0
0.41,71.93,10.77,7.0
0.56,72.53,10.93,7.0
0.63,71.34,10.77,7.0
-0.29,72.21,10.68,7.0
24.73,108.55,22.11,1.0
0.51,74.41,11.21,7.0
-19.29,23.16,-1.18,1.0
79.78,59.61,27.99,1.0
0.44,70.51,10.62,7.0
-65.98,35.36,-10.55,1.0
25.2,71.15,16.66,1.0
0.18,73.58,11.03,7.0
-19.53,23.05,-1.24,1.0
-27.67,11.54,-4.91,1.0
-6.61,13.04,0.36,1.0
-19.75,22.86,-1.32,1.0
0.91,73.2,11.13,7.0
-44.8,24.19,-7.12,1.0
-44.88,27.81,-6.6,1.0
-31.34,36.5,-2.03,1.0
-36.19,16.07,-6.27,6.0
-44.68,24.44,-7.04,1.0
42.71,83.18,22.71,1.0
23.33,109.0,21.94,1.0
23.25,109.53,22.03,1.0
-81.97,53.99,-11.52,1.0
-35.7,36.47,-3.07,1.0
39.6,80.41,21.59,1.0
-143.64,68.3,-24.12,1.0
-8.26,13.11,-0.01,1.0
91.58,118.76,39.8,1.0
0.18,72.87,11.03,7.0
23.52,109.33,22.16,1.0
-50.07,138.91,9.02,1.0
-17.59,28.97,0.19,1.0
-84.99,52.71,-12.36,2.0
79.72,59.66,28.06,1.0
-44.08,28.89,-6.17,1.0
2.04,72.61,11.47,7.0
0.26,70.99,10.8,7.0
-44.34,29.12,-6.17,1.0
0.2,70.98,10.82,7.0
-44.41,27.65,-6.4,1.0
1.82,72.83,11.49,7.0
-29.78,20.14,-4.04,6.0
41.92,83.15,22.65,1.0
-113.5,95.16,-12.57,1.0
-44.36,29.08,-6.14,1.0
1.69,72.58,11.47,7.0
0.49,71.3,11.01,7.0
0.25,73.1,11.24,7.0
-26.6,19.99,-3.28,1.0
-22.38,32.05,-0.43,1.0
-45.82,109.36,5.82,1.0
-82.72,35.02,-14.33,1.0
-27.25,11.28,-4.76,1.0
-0.09,73.43,11.23,7.0
-21.94,33.05,-0.15,1.0
-34.98,15.04,-6.01,6.0
0.38,73.26,11.33,7.0
-49.49,129.85,8.18,1.0
-31.7,12.54,-5.6,1.0
-11.6,13.22,-0.72,1.0
-21.76,31.97,-0.25,1.0
18.43,82.38,17.06,1.0
-85.24,52.01,-12.23,2.0
-45.13,27.19,-6.53,1.0
-21.85,31.98,-0.26,1.0
-60.88,137.12,6.71,1.0
1.94,72.73,11.65,7.0
0.85,73.08,11.47,7.0
-35.69,40.56,-2.2,1.0
-45.11,27.54,-6.43,1.0
-85.4,52.91,-12.06,2.0
7.01,78.42,13.81,1.0
-34.77,43.21,-1.53,1.0
68.75,61.06,25.76,1.0
-36.1,39.92,-2.37,1.0
-15.82,3.97,-3.14,1.0
-61.4,8.74,-13.19,1.0
0.62,71.03,11.16,7.0
21.28,112.98,22.63,1.0
-35.33,36.62,-2.68,1.0
68.34,153.01,40.02,1.0
-98.04,195.58,7.31,1.0
27.81,66.45,16.95,1.0
68.2,152.67,39.99,1.0
-14.24,67.12,7.15,1.0
0.79,72.89,11.59,7.0
0.37,71.69,11.32,7.0
-44.88,27.46,-6.3,1.0
-55.19,49.28,-5.32,1.0
38.33,139.11,30.88,1.0
0.15,73.74,11.63,7.0
-22.83,73.6,6.18,1.0
20.91,113.17,22.71,1.0
-52.54,44.03,-5.48,1.0
33.54,76.78,20.0,1.0
-10.79,15.55,-0.09,1.0
0.34,70.82,11.25,7.0
-44.87,27.27,-6.27,1.0
-30.08,19.75,-3.97,6.0
-52.15,44.93,-5.17,1.0
-47.3,22.07,-7.64,1.0
25.28,70.97,17.19,1.0
1.02,72.28,11.68,7.0
-10.87,30.74,2.32,1.0
0.32,71.53,11.43,7.0
-29.94,19.85,-3.88,6.0
-26.31,201.37,25.91,1.0
-15.38,66.05,6.89,1.0
43.74,90.31,24.68,1.0
-44.69,27.77,-6.07,1.0
-1.53,72.13,11.16,7.0
-29.71,20.19,-3.75,6.0
-44.94,27.26,-6.19,1.0
-29.55,200.89,25.39,1.0
-102.4,96.64,-8.54,1.0
-70.62,14.08,-14.31,1.0
-54.18,118.55,6.33,1.0
-50.37,140.03,10.67,1.0
-23.27,37.27,0.55,1.0
0.35,71.04,11.5,7.0
-31.72,12.38,-5.43,1.0
0.48,72.39,11.77,7.0
-97.14,104.25,-5.93,1.0
0.23,71.78,11.62,7.0
-56.13,142.07,9.83,1.0
-22.07,28.13,-0.62,1.0
-30.5,20.3,-3.84,6.0
38.02,95.65,24.38,1.0
-46.95,22.9,-7.26,1.0
-27.34,11.52,-4.52,1.0
-49.2,139.46,11.12,1.0
51.94,41.34,18.84,1.0
0.53,71.33,11.71,7.0
-9.89,15.57,0.23,1.0
-34.67,105.66,9.11,1.0
-21.5,28.51,-0.37,1.0
13.98,105.69,20.46,1.0
-30.28,20.86,-3.66,6.0
-30.2,19.98,-3.79,6.0
-35.09,105.62,9.0,1.0
-10.71,15.61,0.05,1.0
40.26,76.7,21.91,1.0
-30.43,20.39,-3.76,6.0
-85.39,52.73,-11.28,2.0
-48.0,33.92,-5.64,1.0
-105.31,36.88,-18.46,1.0
-85.13,52.76,-11.16,2.0
-2.24,112.26,17.85,1.0
40.55,76.45,21.95,1.0
-30.6,20.49,-3.76,6.0
-35.96,105.3,8.9,1.0
-36.71,15.12,-6.04,1.0
-51.27,118.78,7.69,1.0
-30.13,20.11,-3.67,6.0
-79.78,83.31,-4.75,1.0
-30.49,20.17,-3.74,6.0
-18.68,104.89,13.04,1.0
-70.62,57.1,-6.93,1.0
-10.56,15.21,0.07,1.0
40.42,113.05,28.08,1.0
-56.48,141.31,10.29,1.0
39.03,80.25,22.36,1.0
30.57,108.93,25.13,1.0
1.56,71.21,12.16,7.0
-30.11,109.0,11.07,1.0
-50.93,15.62,-9.21,1.0
6.28,49.23,9.62,1.0
30.47,108.62,25.08,1.0
-50.77,16.0,-9.09,1.0
-21.6,18.99,-1.85,1.0
-10.08,15.3,0.21,1.0
-85.05,52.76,-10.9,2.0
-0.37,72.28,11.96,7.0
11.56,161.48,29.6,1.0
-79.8,82.84,-4.62,1.0
89.03,133.96,42.97,1.0
6.94,112.26,20.36,1.0
-8.86,107.55,15.94,1.0
-23.47,12.87,-3.27,1.0
1.77,72.34,12.53,7.0
-30.3,20.31,-3.6,6.0
12.52,22.91,6.73,1.0
-7.49,1.98,-1.4,1.0
39.11,80.36,22.52,1.0
38.93,80.42,22.5,1.0
-31.67,11.93,-5.3,1.0
-31.39,11.87,-5.23,1.0
39.02,80.29,22.58,1.0
9.19,100.1,18.99,1.0
37.95,95.83,24.9,1.0
-140.64,69.89,-20.58,1.0
24.19,71.9,17.71,1.0
-0.08,27.75,4.67,1.0
-10.62,15.22,0.13,1.0
17.47,71.12,16.06,1.0
-88.38,23.6,-16.32,1.0
1.73,73.2,12.83,7.0
-29.56,68.39,4.82,1.0
-29.95,62.89,3.8,1.0
87.73,58.87,30.2,1.0
-47.66,69.54,0.87,1.0
0.86,73.25,12.67,7.0
-36.15,9.0,-6.77,1.0
7.02,49.77,10.08,1.0
-135.93,77.5,-17.95,1.0
40.38,76.07,22.21,1.0
-30.25,20.5,-3.45,6.0
-140.25,69.89,-20.25,1.0
-31.39,19.78,-3.83,1.0
-47.09,23.47,-6.79,1.0
-30.09,20.41,-3.42,6.0
-59.68,7.04,-12.48,1.0
-30.36,20.26,-3.5,6.0
1.43,72.27,12.69,7.0
-30.17,97.56,9.79,1.0
-28.54,51.83,2.35,1.0
-45.55,20.01,-6.98,6.0
-45.78,20.2,-6.99,6.0
46.8,149.47,36.37,1.0
41.45,73.56,22.12,1.0
80.28,59.37,28.51,1.0
-32.87,15.89,-4.76,1.0
-27.59,11.78,-4.26,1.0
43.58,72.11,22.38,1.0
-54.09,167.14,16.65,1.0
-49.91,136.67,12.3,1.0
-20.66,14.6,-2.18,1.0
0.73,71.51,12.58,7.0
-25.59,21.27,-2.13,1.0
-48.72,45.85,-3.13,1.0
-21.74,83.4,9.58,1.0
-21.11,84.29,9.87,1.0
-25.51,21.37,-2.08,1.0
-82.21,47.61,-10.37,1.0
-82.06,47.53,-10.36,1.0
42.05,71.41,22.04,1.0
-20.6,14.72,-2.11,1.0
11.98,108.52,21.68,1.0
-45.82,20.1,-6.9,6.0
38.81,80.22,22.88,1.0
-45.82,20.15,-6.88,6.0
-78.52,14.03,-15.37,1.0
-50.5,37.15,-4.91,1.0
-105.66,98.34,-6.64,1.0
-33.35,11.58,-5.51,1.0
-25.88,21.41,-2.09,1.0
-33.75,166.76,21.75,1.0
-0.61,71.92,12.56,7.0
44.8,70.14,22.52,1.0
-43.67,53.18,-0.47,1.0
-25.66,21.54,-2.01,1.0
46.78,67.56,22.51,1.0
-27.38,70.64,6.28,1.0
-27.66,51.55,2.84,1.0
-3.64,66.1,10.87,1.0
-35.67,34.48,-1.96,1.0
-75.96,65.01,-5.65,1.0
-40.28,14.84,-6.47,1.0
15.74,114.74,23.91,1.0
-27.6,51.57,2.91,1.0
-29.9,47.58,1.68,1.0
-50.13,111.37,8.43,1.0
-11.26,67.68,9.46,1.0
11.51,108.46,21.87,1.0
19.51,43.59,12.16,1.0
0.89,72.78,13.15,7.0
-27.22,70.66,6.45,1.0
-59.91,135.46,10.62,1.0
11.33,108.32,21.87,1.0
-25.6,21.31,-1.97,1.0
43.85,89.26,25.79,1.0
45.9,67.95,22.46,1.0
20.12,82.69,19.32,1.0
-54.9,9.67,-10.63,1.0
25.98,82.87,20.7,1.0
-11.82,109.5,17.0,1.0
66.75,63.41,26.39,1.0
38.17,23.88,12.87,1.0
6.26,49.82,10.36,1.0
0.36,71.69,12.98,7.0
-4.27,74.1,12.39,1.0
-3.49,28.81,4.41,1.0
-95.68,53.7,-11.74,1.0
11.25,108.51,22.1,1.0
-85.17,52.53,-9.63,1.0
30.43,107.89,26.31,1.0
30.46,65.43,18.66,1.0
-15.91,4.17,-2.82,1.0
19.56,43.54,12.26,1.0
-48.2,113.93,9.81,1.0
-36.95,85.55,7.21,1.0
46.69,67.32,22.65,1.0
-10.5,15.63,0.48,1.0
-27.59,51.52,3.17,1.0
0.14,62.5,11.39,1.0
-27.75,51.83,3.21,1.0
16.44,23.68,7.98,1.0
-10.95,12.02,-0.26,1.0
-27.45,51.33,3.23,1.0
-22.11,76.43,9.01,1.0
-14.14,9.91,-1.34,1.0
-25.81,11.01,-3.75,1.0
-24.9,71.66,7.57,1.0
29.67,108.24,26.43,1.0
46.7,67.59,22.79,1.0
-18.64,29.13,1.18,1.0
-18.66,29.3,1.21,1.0
-13.96,37.02,3.69,1.0
-93.03,80.74,-5.87,1.0
-29.46,70.58,6.47,1.0
38.72,80.5,23.45,1.0
-26.27,54.3,4.17,1.0
-39.7,8.58,-7.24,1.0
-104.7,50.74,-13.92,1.0
-81.06,79.16,-3.42,1.0
12.9,108.63,22.92,1.0
-114.19,91.36,-8.52,1.0
-93.75,114.5,0.33,1.0
-10.88,15.54,0.46,1.0
50.7,82.23,26.45,1.0
13.15,108.92,23.07,1.0
-20.3,21.46,-0.54,6.0
3.63,107.85,20.88,1.0
40.15,76.38,23.06,1.0
-25.45,21.4,-1.68,1.0
0.82,58.36,11.0,1.0
-4.51,73.99,12.72,1.0
-40.77,26.65,-4.1,1.0
-25.75,21.02,-1.81,1.0
-20.11,21.31,-0.5,6.0
-88.14,25.55,-14.8,1.0
-21.99,8.41,-3.31,1.0
44.35,72.73,23.32,1.0
4.73,81.81,16.39,1.0
-31.89,10.14,-5.17,1.0
-41.39,59.87,2.07,1.0
-41.03,59.93,2.19,1.0
-56.12,49.93,-3.01,1.0
-27.96,51.57,3.51,1.0
-50.84,11.29,-9.1,1.0
-6.68,39.64,5.98,1.0
-20.3,21.19,-0.5,6.0
-34.26,12.58,-5.19,1.0
-7.29,2.24,-1.18,1.0
12.43,109.08,23.3,1.0
-30.45,13.76,-4.12,1.0
-41.63,59.77,2.06,1.0
-140.26,70.1,-17.67,1.0
-31.2,12.86,-4.44,1.0
-5.67,42.92,6.86,1.0
30.85,107.72,27.15,1.0
28.53,70.74,19.68,1.0
-25.62,21.14,-1.63,1.0
36.04,88.44,24.67,1.0
51.86,41.24,19.23,1.0
1.78,11.35,2.55,1.0
42.08,214.45,50.15,1.0
-31.88,10.25,-5.05,1.0
1.91,74.03,14.51,1.0
1.84,74.27,14.54,1.0
-49.12,17.31,-7.48,1.0
-33.45,97.08,11.16,1.0
-113.44,87.22,-8.22,1.0
19.97,71.23,17.98,1.0
27.64,81.7,21.68,1.0
26.19,82.42,21.51,1.0
11.94,109.07,23.53,1.0
-19.52,37.01,2.84,1.0
-70.36,32.31,-9.17,1.0
1.65,11.56,2.58,1.0
27.33,82.55,21.85,1.0
4.15,71.52,14.69,1.0
-30.12,94.02,11.55,1.0
-27.14,53.43,4.38,1.0
-2.61,28.51,4.93,1.0
-22.46,21.61,-0.72,1.0
-29.52,94.7,11.9,1.0
60.03,85.38,29.6,1.0
28.0,81.83,21.97,1.0
-9.01,69.97,11.63,1.0
5.64,52.18,11.36,1.0
-28.3,94.21,12.22,1.0
31.13,104.39,27.1,1.0
26.93,82.14,21.85,1.0
-2.03,28.49,5.11,1.0
-11.29,112.23,19.44,1.0
-0.98,64.64,12.38,1.0
-34.4,12.94,-4.95,1.0
1.48,11.27,2.52,1.0
1.62,5.66,1.45,1.0
-45.33,54.01,0.73,1.0
-153.41,44.99,-24.5,1.0
-30.86,13.68,-4.02,1.0
31.44,104.36,27.22,1.0
-0.29,10.78,2.05,1.0
59.14,62.49,25.05,1.0
-22.53,21.52,-0.68,1.0
-18.45,29.75,1.83,1.0
0.37,66.13,13.05,1.0
-20.33,21.94,-0.1,6.0
-49.02,84.91,6.04,1.0
-27.51,94.3,12.58,1.0
-20.79,21.15,-0.33,6.0
28.24,81.88,22.23,1.0
-9.75,35.34,4.86,1.0
-26.77,62.83,6.61,1.0
4.08,65.38,13.78,1.0
-93.85,54.06,-9.57,1.0
-34.3,13.03,-4.82,1.0
-20.32,21.21,-0.18,6.0
-23.53,14.08,-2.28,1.0
28.7,81.4,22.32,1.0
-22.53,21.44,-0.6,1.0
-22.75,21.31,-0.66,1.0
-15.03,15.83,-0.09,1.0
34.49,82.77,23.89,1.0
-34.37,12.94,-4.81,1.0
-31.84,16.21,-3.62,1.0
-13.53,40.94,5.24,1.0
10.91,108.55,23.98,1.0
-20.32,21.65,-0.06,6.0
-34.26,12.67,-4.83,1.0
-54.49,142.15,16.7,1.0
-27.74,69.26,7.88,1.0
-0.56,64.6,12.81,1.0
-31.78,16.2,-3.58,1.0
29.86,69.28,20.3,1.0
-83.28,37.01,-10.46,1.0
-0.52,64.84,12.87,1.0
1.66,11.28,2.62,1.0
134.55,80.29,45.04,1.0
-22.76,21.6,-0.55,1.0
-20.73,21.37,-0.16,6.0
-159.15,50.85,-23.91,1.0
-19.9,21.68,0.09,6.0
-14.98,69.59,10.76,1.0
-34.57,12.82,-4.84,1.0
67.93,54.36,25.47,1.0
-24.21,63.23,7.56,1.0
-4.32,75.21,14.23,1.0
-45.62,53.86,1.1,1.0
-20.8,75.55,10.74,1.0
-44.3,73.14,5.3,1.0
-13.83,70.45,11.26,1.0
-39.76,8.37,-6.81,1.0
-20.21,21.24,-0.03,6.0
-24.19,63.05,7.57,1.0
-48.53,22.1,-5.89,1.0
-36.01,9.31,-5.8,1.0
-20.39,21.69,0.05,6.0
-136.71,78.24,-13.26,1.0
-34.91,13.31,-4.73,1.0
-77.47,64.48,-3.37,1.0
-34.85,25.98,-2.12,1.0
-102.57,51.05,-11.41,1.0
-31.92,10.23,-4.7,1.0
-31.94,10.24,-4.7,1.0
35.01,82.43,24.28,1.0
-83.41,37.09,-10.14,1.0
3.21,76.96,16.44,1.0
-20.68,20.95,-0.11,6.0
50.84,173.1,46.23,1.0
-34.35,13.27,-4.56,1.0
-37.7,60.77,4.49,1.0
-102.25,50.88,-11.2,1.0
20.75,42.67,13.17,1.0
-52.58,51.07,-0.66,1.0
18.19,162.28,37.31,1.0
-20.09,21.06,0.08,6.0
-13.73,70.52,11.62,1.0
-100.47,116.34,2.75,1.0
-13.74,70.57,11.66,1.0
-20.92,75.75,11.23,1.0
-15.03,15.69,0.07,1.0
-19.93,21.26,0.18,6.0
-28.91,62.31,6.77,1.0
-2.66,41.0,7.92,1.0
-102.58,51.08,-11.08,1.0
-56.46,143.51,17.8,1.0
11.5,109.24,25.05,1.0
-34.31,13.48,-4.45,1.0
